"","mean","standard_dev","result_id","person_id","result_label","accelx","accely","accelz","gyrox","gyroy","gyroz","bodyaccelx","bodyaccely","bodyaccelz"
"1",-0.616973401597861,0.588597672314509,"5","1","STANDING",1.0193045703125,-0.12426187265625,0.099731794609375,0.0222503515984375,0.0194027690614844,0.00946815436515625,0.00226869044134375,-0.00165537132054687,-0.00812555056015625
"2",-0.647452647823529,0.535919132370063,"5","1","STANDING",1.01944796875,-0.12293556953125,0.096939477890625,0.01192575516875,-0.00431374181507813,0.0063075711740625,0.00017373955275,0.000381628339609375,-0.0050253200125
"3",-0.652025983711765,0.52997438810499,"5","1","STANDING",1.0199265078125,-0.12499678125,0.09289679640625,-0.0041495421875,-0.01264002699375,0.00433476421023437,0.000428091215703125,-0.00122159141171875,-0.00170259293828125
"4",-0.657534953336756,0.532444199278966,"5","1","STANDING",1.0203490546875,-0.1304927109375,0.08765391765625,-0.0162283777617187,-0.00769651570234375,-0.000351901151796875,0.000329352312734375,-0.004753393611875,-0.00494682587421875
"5",-0.654057956196078,0.533657624298974,"5","1","STANDING",1.02025534375,-0.13020888671875,0.08499887359375,-0.00648257872109375,-0.0001664355296875,-0.003957091590625,-0.00019515715203125,0.00029818547171875,-0.00233029287640625
"6",-0.659554030525312,0.532248592816158,"5","1","STANDING",1.020177453125,-0.12627476875,0.085844796640625,-0.00113513005390625,0.00178172668203125,-0.00324004854921875,-7.7691765703125e-05,0.00369273010984375,0.001047306393125
"7",-0.645116775069519,0.53565673190081,"5","1","STANDING",1.020628984375,-0.12735727265625,0.08544469765625,-0.000954378540625,-0.0039313067640625,0.0040416269709375,0.000387043396015625,-0.00131265738859375,-0.00056637150859375
"8",-0.645325383887504,0.535450489791814,"5","1","STANDING",1.020609890625,-0.13546710625,0.07896619046875,0.00358354369921875,-0.0016042518234375,0.0034357441303125,-2.9529718359375e-05,-0.00700232457460937,-0.0056332259484375
"9",-0.641482099815508,0.539961296555247,"5","1","STANDING",1.0205739375,-0.13854310546875,0.07401286828125,0.00293300780734375,0.00358385005296875,-0.00374865520546875,-5.81850862421875e-05,-0.00241933872695312,-0.00411048711195313
"10",-0.647290997762888,0.523756357116073,"5","1","STANDING",1.0212077578125,-0.13428446328125,0.074693664765625,0.00439301099303125,0.001541271894375,-0.0032561141890625,0.000620286665710937,0.00376487770234375,0.000740780348203125
"11",-0.644086386082888,0.53162090539876,"5","1","STANDING",1.0209990234375,-0.1317973015625,0.075938396640625,0.00305962677592188,0.0024628152609375,-0.00037665276171875,-0.000143327279101563,0.00231643209695312,0.00160853301
"12",-0.658825698502317,0.538804485611698,"5","1","STANDING",1.0209004375,-0.13407601015625,0.076008878984375,-0.00360794392226563,-0.00014777854296875,0.0023212706618125,-0.000277713151132812,-0.00225705646710937,3.478350921875e-05
"13",-0.654020403976524,0.542897492203905,"5","1","STANDING",1.021178046875,-0.13583301484375,0.074728438984375,-0.0015405563046875,-0.000724496405078125,-6.6067692984375e-05,0.000181605713125,-0.00171862227109375,-0.00146145341640625
"14",-0.653875139931551,0.547634638062761,"5","1","STANDING",1.0209475546875,-0.13461917109375,0.07539410390625,0.0006062141996875,0.00113237224023438,-0.00119966587003125,-8.25961459375e-05,0.00127212877070312,0.000512413381796875
"15",-0.60943354542139,0.558989320693267,"5","1","STANDING",1.0081494203125,-0.2509985109375,-0.0111827358179687,0.0176635804132813,0.1044727909375,-0.1154515265625,0.0041978554525,0.0232002855,0.0154069193129687
"16",-0.640511321434046,0.555611612698438,"5","1","STANDING",1.0093213359375,-0.2478147859375,-0.0135884849609375,0.012235944784375,0.0460711500390625,-0.05013406490625,0.000335433913125,-0.00308517843225,-0.00454965983429687
"17",-0.653508930552941,0.53760786801534,"5","1","STANDING",1.009790109375,-0.24547545703125,-0.015921801078125,0.01471535150625,0.0126756791177344,-0.0112414216304687,0.000301413454273437,0.00122619366775,-0.002821543820625
"18",-0.653391669550089,0.533196866545128,"5","1","STANDING",1.010256296875,-0.24463933359375,-0.0162415676015625,0.0154184417890625,-0.00154500067054688,0.00361634855703125,0.000527388555992187,0.00168956267289063,0.0006399213671875
"19",-0.655448835994474,0.54330706344489,"5","1","STANDING",1.010144,-0.24523304609375,-0.0167179978359375,0.00312758665234375,-0.0060732518828125,0.00951085225,3.200392328125e-05,-0.000562573351328125,-0.000290829338359375
"20",-0.645527588281462,0.555186826371533,"5","1","STANDING",1.0096904453125,-0.245019046875,-0.017784075625,-0.00184305352109375,-0.00453180617703125,0.00637998093246875,-0.000413725171328125,8.3112653359375e-05,-0.00103117040390625
"21",-0.65609994263066,0.55154645632626,"5","1","STANDING",1.0097765625,-0.24357020546875,-0.0176257101015625,-0.00220713992273437,-0.00197171602757813,0.003293169473875,-2.8958115234375e-06,0.00147895178664063,0.000142179622109375
"22",-0.654135769801783,0.562833400033617,"5","1","STANDING",1.0097259765625,-0.24395393671875,-0.01676875578125,-0.0015511572225,-0.00235436813648437,0.00365246869257812,-8.72514912109375e-05,-0.00044330449328125,0.0005637156553125
"23",-0.651505895317469,0.552812555858973,"5","1","STANDING",1.009357921875,-0.2462362921875,-0.0176614638046875,-0.000493827833984375,-0.0008034543046875,0.00117992942539062,-0.000391443984148437,-0.00216418171699219,-0.000823729873046875
"24",-0.659999789363633,0.544871657712141,"5","1","STANDING",1.009828625,-0.2469195125,-0.018290511953125,0.000468176785703125,0.00232259657117188,-0.003220978975,0.000334764342414063,-0.000302262358554687,-0.00028201641484375
"25",-0.65056776896369,0.548991375059471,"5","1","STANDING",1.010691515625,-0.24391155546875,-0.0166295181796875,0.00279926654539062,0.001233596877875,-0.0024239185365625,0.000853118097421875,0.00274187871859375,0.00179457885663594
"26",-0.644122114043494,0.553975798884094,"5","1","STANDING",1.010819765625,-0.24218985625,-0.0159467070234375,0.00031161400359375,-0.000435646202203125,0.000982519947734375,0.00029199637578125,0.00136747096328125,0.000565367056401563
"27",-0.640787210232781,0.567724950633311,"5","1","STANDING",1.010427921875,-0.2425771734375,-0.014805754078125,-0.00294422857890625,-0.00016514982125,0.00136441636726563,-0.00037946079296875,-0.000461930775234375,0.000506035197421875
"28",-0.570213357480927,0.545480587120041,"4","1","SITTING",0.9264601265625,0.16874141171875,0.37832932421875,-0.0194046051953125,-0.0941628840625,0.063357475046875,-0.027423536419375,0.108260198835938,0.0565136401171875
"29",-0.625172535675936,0.565282399359474,"4","1","SITTING",0.92869599921875,0.16787158515625,0.3749473578125,-0.021383468203125,-0.074421733125,0.07113201546875,0.00199401150380469,-0.0106564804179687,-0.0124428241148438
"30",-0.637487907064171,0.552927813737582,"4","1","SITTING",0.92811754921875,0.16851103515625,0.3751204234375,-0.0121049964273438,-0.041721848828125,0.04279248890625,0.000499093987054687,-0.00123044503515625,0.00085362916484375
"31",-0.559968098207487,0.515393889016589,"4","1","SITTING",0.91742662734375,0.19544655546875,0.36624726953125,-0.0103720268515625,0.043195859809375,-0.00431679420546875,-0.011484648267375,0.0268790963792969,-0.00505578716296875
"32",-0.528745131451961,0.5275031161899,"4","1","SITTING",0.84332482265625,0.3142370546875,0.4191388296875,0.0245993182023437,0.0422267220282813,-0.0604334196742187,-0.065796853784375,0.100832684191797,0.0442191824635937
"33",-0.556676454634403,0.545021079062719,"4","1","SITTING",0.778603784375,0.421122471875,0.4677963890625,0.023801117290625,-0.0371835439451563,-0.01147530171875,-0.0543377384882813,0.08939494665,0.0411440983359375
"34",-0.633179913416043,0.542316859701085,"4","1","SITTING",0.778331659375,0.43380584296875,0.45340585234375,-0.0154771018828125,-0.0353492692265625,0.0517038584375,0.0053814917984375,0.006763776568125,-0.0140535559247656
"35",-0.631428602746702,0.565257219612126,"4","1","SITTING",0.77835975546875,0.4337754921875,0.45222259765625,-0.014317010546875,-0.0175714951328125,0.031101473609375,0.00271695227328125,-0.00361735819804688,-0.00278518470914063
"36",-0.645136656863993,0.557757529544457,"4","1","SITTING",0.7780774515625,0.43399897734375,0.451276503125,-0.008026776628125,-0.00752293077148438,0.0139244007226563,-0.00137405068273438,0.00142939505882813,0.00058972049359375
"37",-0.646204836351961,0.550816672387583,"4","1","SITTING",0.778354190625,0.43409094609375,0.450661371875,-0.00334595915148437,-0.000128981879640625,0.00351905241429687,0.00040755258203125,7.18618807671875e-05,-0.00072973684046875
"38",-0.651208955461854,0.545716166173237,"4","1","SITTING",0.77801465625,0.43491191953125,0.4509394890625,-0.000543630409296875,0.000922542636671875,-0.00063886643375,-0.000250825331,0.000524547883970313,9.0860020625e-05
"39",-0.612689181286453,0.550884241418409,"4","1","SITTING",0.95746231640625,0.144597046875,0.31429129140625,-0.20355172109375,-0.0265566189585938,-0.30118194609375,-0.00833013299570312,0.0130935595546875,-0.00479993768046875
"40",-0.629372220849376,0.538692936898469,"4","1","SITTING",0.95468955078125,0.1558858671875,0.3136787625,-0.1254771921875,-0.0150059188807031,-0.1650439071875,-0.000920636948203125,0.012408015771875,-0.00038457699140625
"41",-0.638599739738164,0.543834994524077,"4","1","SITTING",0.95520513671875,0.1572661015625,0.3122626078125,-0.0533116872890625,-0.00926940569945313,-0.0561519671799219,0.000809821164453125,-0.000680138064765625,-0.00101917646171875
"42",-0.647367776978431,0.539348645725956,"4","1","SITTING",0.9557314078125,0.15579642890625,0.3125765671875,-0.0104680370771875,-0.0009874752421875,-0.00520330691359375,0.000176505877734375,-0.00131975181601562,0.00011143880465625
"43",-0.647291931333868,0.537302887539045,"4","1","SITTING",0.95468453671875,0.16009056328125,0.3122593546875,0.006806985868125,0.000770128784375,0.0130403342585156,-0.000864749218359375,0.0037754687503125,-2.8141573390625e-05
"44",-0.641141104321693,0.548735777917751,"4","1","SITTING",0.9550955890625,0.1605592359375,0.31091025546875,0.0104993994453125,0.00044122534296875,0.0188558281640625,0.000305079303671875,0.000460094409375,-0.00148917958664062
"45",-0.640233389382709,0.548163880611422,"4","1","SITTING",0.95529626171875,0.15900642421875,0.30991242109375,0.0074051837425,0.002046059728125,0.00909642461914062,0.0002108892928125,-0.00145394314375,-0.000949054928125
"46",-0.651022219299822,0.53813919887497,"4","1","SITTING",0.954340046875,0.16265946640625,0.31006222578125,0.00312574667085937,0.0019483860953125,0.00278793023398437,-0.00088498266171875,0.003152818281875,0.000646933415390625
"47",-0.645440083469037,0.545783063452797,"4","1","SITTING",0.9545649375,0.16323698359375,0.30901531875,0.00137809956742187,-8.42748109375e-05,0.002573990215625,0.00019832224375,0.0005060094115625,-0.000462120282578125
"48",-0.653014850709804,0.53620824261569,"4","1","SITTING",0.9543181421875,0.163290328125,0.3099713609375,-0.000357465130703125,0.0001382609953125,-0.002254794621875,-2.3607622890625e-05,-0.00018508045546875,0.000643565335625
"49",-0.650811171713904,0.540945292570207,"4","1","SITTING",0.95322853984375,0.16569216875,0.31149775859375,-0.00105646330023438,-0.00055644872109375,-0.00063695087578125,-0.000749143384296875,0.00209310532109375,0.00094889281984375
"50",-0.649183828508021,0.53706050295003,"4","1","SITTING",0.9536338359375,0.16368083671875,0.30961463984375,-0.000341585719375,-0.00088802943015625,0.0027149862359375,0.00035600353703125,-0.001774546878125,-0.00162817741851562
"51",-0.645873390263993,0.54763664848657,"4","1","SITTING",0.95420226171875,0.16252903828125,0.31060469765625,-0.000553610579273438,0.0008105339128125,-0.00242016331015625,0.00031147680328125,-0.00102022318695313,0.000799033189765625
"52",-0.603132382210214,0.537159920077927,"6","1","LAYING",0.18128593203125,0.7928201828125,0.57080637421875,0.0610835223671875,-0.0260312073203125,0.202239813203125,0.0259452701070313,0.00108246310390625,-0.00325707417875
"53",-0.634715269611943,0.549550628318783,"6","1","LAYING",0.187255971875,0.789189325,0.5732804453125,0.0380897633203125,-0.00201082735960938,0.07578559215625,0.00016433907390625,-0.0017953079390625,0.0037933239978125
"54",-0.633303775152923,0.55826811730882,"6","1","LAYING",0.18785935625,0.7884116765625,0.57445795546875,0.0146972279973437,-0.000465685264453125,0.00629010070382812,-0.00021030541984375,-0.00038310208453125,0.000226740417625
"55",-0.643603751138253,0.552753344676024,"6","1","LAYING",0.1879163921875,0.7881079390625,0.5739984375,0.00280018497345312,-0.0008102251571875,-0.0191620372336719,0.000411954247890625,-7.2156083515625e-05,-0.000387453344328125
"56",-0.657309994401426,0.539928071694045,"6","1","LAYING",0.187865375,0.7882879625,0.57381433359375,-0.00193430106607812,0.00282376059765625,-0.017874464890625,-0.000216132948203125,0.00016734800878125,0.00010720455203125
"57",-0.649761720088289,0.545210660147411,"6","1","LAYING",0.18821634921875,0.788370028125,0.57372632578125,-0.002842671128125,0.00038436764296875,-0.0136061500304687,0.00011284470234375,-4.27425496875001e-06,9.7088199140625e-05
"58",-0.64246215870713,0.550371446691306,"6","1","LAYING",0.18825134453125,0.78808543203125,0.5737071078125,-0.00218795360839063,0.00131674184140625,-0.00495073373210938,8.87744453125e-05,-0.000348809270078125,-0.00021710309875
"59",-0.654821388556328,0.540702148011027,"6","1","LAYING",0.18875645859375,0.787172728125,0.57457033984375,-0.00121626813401562,0.0007381986734375,-0.000562446530546875,0.000542123979375,-0.0006598927315625,0.00027055347109375
"60",-0.650407582471176,0.547693677034985,"6","1","LAYING",0.18976487109375,0.78622702109375,0.575726390625,-6.42058228125e-05,-0.0006471765640625,6.1531215546875e-05,0.000876250824453125,-0.000780642940625,0.00100073213201563
"61",-0.640711357536364,0.561358413748803,"6","1","LAYING",0.18959407421875,0.78634419765625,0.5764482390625,0.0002675760253125,-0.00085653365703125,0.000823421710859375,-0.0001744182303125,-3.74469521875e-05,0.000881900446234375
"62",-0.649275767327451,0.54823695132761,"6","1","LAYING",0.18932324296875,0.7867558640625,0.57621693671875,0.000120630563125,-0.00017068815546875,0.000549703445,-0.000348724378828125,0.00051813738359375,-0.000172296622265625
"63",-0.647666652908556,0.556785972416828,"6","1","LAYING",0.189351715625,0.786427321875,0.5772977359375,-0.000530945026546875,-0.000714663910390625,-0.0004825680190625,5.2436068359375e-05,-0.00028633162484375,0.000860254075703125
"64",-0.645282174283244,0.553407790334245,"6","1","LAYING",0.18969334375,0.786287065625,0.57719100234375,-0.000282014892171875,-0.000636345529921875,-7.9919674296875e-05,0.000369995062421875,-0.0002658225974375,4.179742265625e-05
"65",-0.55111433523672,0.539108906165006,"6","1","LAYING",0.314069896875,0.78085108203125,0.51710736328125,0.2369262875,0.0519372744382813,0.28560065859375,-0.0532841575724219,0.005297998925,0.0264187407178906
"66",-0.607154223268984,0.564290524787672,"6","1","LAYING",0.314864353125,0.7756247859375,0.52679490703125,0.150861648203125,0.0250841337658594,0.18879537125,0.0129074002205469,-0.0101308764317187,0.00067701641953125
"67",-0.511076301806774,0.511860660935226,"6","1","LAYING",0.214719867242188,0.7190318890625,0.6121691015625,-0.032698813125,0.0733368748361719,0.0198824286015625,-0.0915001492539062,-0.0536127412145312,0.0797252260398437
"68",-0.489405698459358,0.522162339376204,"6","1","LAYING",0.0964868434140625,0.6779535171875,0.70537521953125,-0.008546080046875,0.0179396136640625,-0.0121801157265625,-0.106477450847656,-0.0418384170671875,0.0846802138617188
"69",-0.583101213003922,0.531707837505849,"6","1","LAYING",0.101454764765625,0.71781025859375,0.68239265546875,0.113250442158594,-0.0762554155632812,0.0573582391148438,0.0143005045742188,0.0453949099765625,-0.0305624000601563
"70",-0.532658563961622,0.506771741853206,"6","1","LAYING",0.101099761453125,0.777628159375,0.63917340078125,-0.00955155325546875,0.00758192211796875,-0.0613023601804688,0.005411150796875,0.0633539985859375,-0.04526436920625
"71",-0.379584599360071,0.502255574175702,"6","1","LAYING",-0.050865596984375,0.6019457615625,0.74021629609375,-0.216737895857813,0.0341601163609375,-0.0818248064883594,-0.131640479671875,-0.131643792273438,0.0942144230515625
"72",-0.380870733689127,0.499262160637474,"6","1","LAYING",-0.1841736603125,0.192670011447656,0.91106153671875,-0.208475914326562,-0.00442481559375,0.0178151313538281,-0.114301056052344,-0.349828280703125,0.150293467476562
"73",-0.536864262049002,0.539560273583551,"6","1","LAYING",-0.1930561115625,-0.0300941360523438,0.96913286328125,0.0800364705234375,-0.018494700546875,0.048399356875,-0.00414207125390625,-0.208088513273437,0.0415177924929687
"74",-0.613548256128627,0.542792216097341,"6","1","LAYING",-0.19960603125,-0.046115977890625,0.97164999921875,0.19487829140625,-0.0253284371484375,0.055677073671875,-0.000151698767578125,-0.005250114765625,-0.004911223240625
"75",-0.630347922547237,0.54312580742208,"6","1","LAYING",-0.200835546875,-0.03267160390625,0.9731089390625,0.11782843703125,-0.015051913546875,0.032194684328125,-0.00183923302765625,0.0176070095140625,0.0015135972181875
"76",-0.637217588987219,0.558492963327653,"6","1","LAYING",-0.19930320703125,-0.02355774734375,0.9745531828125,0.0481197207625,-0.00659228029375,0.0106267086575781,0.00158425133,0.00432688680234375,0.00150716424203906
"77",-0.648395693625187,0.546930965945706,"6","1","LAYING",-0.19803603203125,-0.016894076953125,0.97424469453125,0.00552313733398437,0.00024720170546875,-0.00226377308460938,0.0012161961604375,0.0050425073603125,-0.000323579088414063
"78",-0.657808604004278,0.540801976965456,"6","1","LAYING",-0.1992261796875,-0.0128492675,0.97315004296875,-0.00600425737539062,0.00254333693804688,-0.00439023765390625,-0.000937387548703125,0.0036408520853125,-0.00094006738671875
"79",-0.373762232922353,0.46247154958928,"1","1","WALKING",1.00515624609375,-0.238358715929687,-0.0459172015859375,-0.4662259965625,0.070601635421875,0.0752891383125,0.000916193242187499,-0.010782967353125,-0.0087836404828125
"80",-0.336874138709626,0.448117779825302,"1","1","WALKING",0.99679782890625,-0.258530016976562,-0.0335053223710938,0.125583583828125,-0.106016830046875,4.79654843749999e-05,-0.00447916868734375,-0.024868136696875,0.0043344962203125
"81",-0.341955119642424,0.455458406295008,"1","1","WALKING",1.00031071171875,-0.234899246765625,-0.0357285611679687,0.246363892515625,-0.0896513205,0.006927958265625,-0.00467979327328125,0.01099005453125,-0.00507087196875
"82",-0.303804710649643,0.447900159231145,"1","1","WALKING",1.02285026875,-0.240042752335937,-0.0507170687265625,0.127636234632813,-0.0402077161960937,-0.0267648990703125,0.0135590223515625,0.0014119551828125,-0.019512986734375
"83",-0.303013392548841,0.452446846054534,"1","1","WALKING",1.00525355546875,-0.245277132390625,-0.044789579146875,0.03755891040625,0.0388284592648438,-0.0363624443679687,-0.000275332171875,-0.00655654754765625,-0.0113335389763281
"84",-0.314193721670945,0.446778203370729,"1","1","WALKING",0.99999955859375,-0.216282132625,-0.0119792944125,-0.0153482410703125,0.0776376071015625,-0.00074237261015625,-0.00455594109375,0.0201188503398438,0.0196084186089844
"85",-0.334004255122638,0.458665921866671,"1","1","WALKING",1.01668975390625,-0.216646620664063,-0.007353314875,-0.0098716837421875,-0.0105365428015625,0.0204257538742187,0.0089777156953125,0.009818855203125,0.0213908447025
